"expression","reading","meaning","tags","guid","meaning_vi"
"座敷","ざしき","tatami room","JLPT JLPT_2","gHE$Jut%a_","phòng trải chiếu tatami"
"差し支え","さしつかえ","hindrance, impediment","JLPT JLPT_2","qX^cb43pTg","sự cản trở, trở ngại"
"差し引き","さしひき","deduction, balance","JLPT_1 JLPT JLPT_2","n;eVw.,_?J","khấu trừ, cân bằng"
"刺身","さしみ","sliced raw fish","JLPT JLPT_2","o-]lrw>z:B","cá sống thái lát"
"刺す","さす","to pierce, to stab, to prick, to thrust","JLPT JLPT_2","A0r!%n.b)E","đâm, đâm, đâm, đâm"
"流石","さすが","indeed, truly, as one would expect","JLPT JLPT_2","gcnvOm#<j9","thực sự, thực sự, như người ta mong đợi"
"撮影","さつえい","photographing","JLPT JLPT_2","G!OhK*g%$p","chụp ảnh"
"雑音","ざつおん","noise (jarring, grating)","JLPT JLPT_2","o!*<keFQ(","tiếng ồn (cù tai, chói tai)"
"さっさと","さっさと","quickly","JLPT JLPT_2","s%v?jJ#PZ?","nhanh"
"早速","さっそく","at once, immediately, promptly","JLPT JLPT_2","rf6~4qt=M6","ngay lập tức, ngay lập tức, ngay lập tức"
"錆","さび","rust (color)","JLPT JLPT_2","d#S^BY##3K","rỉ sét (màu sắc)"
"錆びる","さびる","to rust, to become rusty","JLPT JLPT_2","C(}#^wxuf~","rỉ sét, trở nên rỉ sét"
"座布団","ざぶとん","cushion (Japanese)","JLPT JLPT_2","gUF`H{-)g*","đệm (tiếng Nhật)"
"妨げる","さまたげる","to disturb, to prevent","JLPT JLPT_2","G7Hja9s=#I","làm phiền, ngăn cản"
"さようなら","さようなら","good-bye","JLPT JLPT_2","C7QcXl{kSl","tạm biệt"
"サラリーマン","サラリーマン","salaryman; company employee","Genki_Ln.17 JLPT JLPT_2 Genki","u[I9*22.YA","người làm công ăn lương; nhân viên công ty"
"騒がしい","さわがしい","noisy","JLPT JLPT_2","&bX;1oe0.","ồn ào"
"さわやか","さわやか","fresh, refreshing","JLPT JLPT_2","b-&ZHIB(b]","tươi mát, sảng khoái"
"三角","さんかく","triangle, triangular","JLPT JLPT_2","g[NvO}S(1/","hình tam giác, hình tam giác"
"算数","さんすう","arithmetic","JLPT JLPT_2","Lv{*x9Ct]q","số học"
"酸性","さんせい","acidity acidic","JLPT JLPT_2","=WeA@3?3F","tính axit có tính axit"
"産地","さんち","producing area","JLPT JLPT_2","kpOhDuN0^l","khu vực sản xuất"
"サンプル","サンプル","sample","JLPT JLPT_2","qFsr;i5_z<","vật mẫu"
"山林","さんりん","mountain forest","JLPT JLPT_2","LBW4R6~{r}","rừng núi"
"シーズン","シーズン","season (sporting)","JLPT JLPT_2","IARwo(E^_$","mùa (thể thao)"
"シーツ","シーツ","sheet","JLPT JLPT_2","tb>Ty8@c:P","tờ giấy"
"仕上がる","しあがる","to be finished","JLPT JLPT_2","L*U(LWwN%j","sắp hoàn thành"
"明明後日","しあさって","two days after tomorrow","JLPT JLPT_2","p^=QyTJ7@c","hai ngày sau ngày mai"
"寺院","じいん","temple","JLPT JLPT_2","w+~OO%V(dB","ngôi đền"
"しいんと (する)","しいんと (する)","silent (as the grave), (deathly) quiet","JLPT JLPT_2","GmX&j]f:`Y","im lặng (như nấm mồ), (chết chóc) yên tĩnh"
"自衛","じえい","self-defense","JLPT JLPT_2","Fd@~(E2C4&","tự vệ"
"塩辛","しおから","salty (taste)","JLPT JLPT_2","r[SoJ]i|V1","mặn (vị)"
"塩辛い","しおからい","salty (taste)","JLPT JLPT_2","KK5?3S-Og)","mặn (vị)"
"司会","しかい","host, chairperson","JLPT JLPT_2","gh[FPAuk7,","người chủ trì, người chủ trì"
"しかく しかくい","しかく しかくい","square","JLPT JLPT_2","cVBHdh5c]d","quảng trường"
"四角い","しかくい","square","JLPT JLPT_2","liXo^C-VTz","quảng trường"
"仕方がない","しかたがない","it can't be helped, it's inevitable","JLPT JLPT_2","cRtc^s*^ci","không thể tránh được, điều đó là không thể tránh khỏi"
"時間割","じかんわり","timetable, schedule","JLPT JLPT_2","mSn8*?kmA+","lịch trình, lịch trình"
"四季","しき","four seasons","JLPT JLPT_2","j=w0weSQi)","bốn mùa"
"敷地","しきち","site","JLPT JLPT_2","t=sgg6orFn","địa điểm"
"敷く","しく","to spread out, to lay out","JLPT JLPT_2","hY&B~>la@q","trải ra, bày ra"
"茂る","しげる","to grow thick","JLPT JLPT_2","y~9GLud1<c","phát triển dày"
"持参","じさん","bringing, taking, carrying","JLPT JLPT_2","uJOaLu{Ti(","mang, mang, mang"
"磁石","じしゃく","magnet","JLPT JLPT_2","e]r5-RFRmm","nam châm"
"四捨五入","ししゃごにゅう","rounding up (fractions)","JLPT JLPT_2","w6=>W+1pkD","làm tròn (phân số)"
"始終","しじゅう","continuously, always, constantly","JLPT JLPT_2","HB8Y[u1tjN","liên tục, luôn luôn, liên tục"
"自習","じしゅう","self-study","JLPT JLPT_2 Intermediate_Japanese_Ln.13 Intermediate_Japanese","iZw[Yfn@{a","tự học"
"静まる","しずまる","to quieten down, to calm down","JLPT JLPT_2","A~fP.]oCg-","làm dịu đi, làm dịu đi"
"姿勢","しせい","attitude; posture","JLPT JLPT_2","lp[GD#kfJS","thái độ; tư thế"
"自然科学","しぜんかがく","natural science","JLPT JLPT_2","w27iZU{YJD","khoa học tự nhiên"
"時速","じそく","speed (per hour)","JLPT JLPT_2","q>FyJWeavm","tốc độ (mỗi giờ)"
"子孫","しそん","descendant, offspring","JLPT JLPT_2","egUI-y7^J$","hậu duệ, con cháu"
"死体","したい","corpse","JLPT JLPT_2","O;LU1cw%r-","xác chết"
"下書き","したがき","rough copy, draft","JLPT JLPT_2","y{OC~2tpj{","bản thô, bản nháp"
"自宅","じたく","one's own home (same as 自分の家 (じぶんのいえ))","Intermediate_Japanese_Ln.5 JLPT JLPT_2 Intermediate_Japanese","y~_1oOR=)i","nhà riêng của mình (giống như 自分の家 (じぶんのいえ))"
"下町","したまち","old parts of town","JLPT JLPT_2","tyOH?ReUJ?","khu vực cũ của thị trấn"
"自治","じち","self-government, autonomy","JLPT JLPT_2","oaY@jv0[<m","quyền tự trị, quyền tự trị"
"室～","しつ～","room","JLPT JLPT_2","D1_T8l(@L#","phòng"
"実感","じっかん","feelings, realization","JLPT JLPT_2","wrZR3pRs]d","cảm xúc, nhận ra"
"湿気","しっき","moisture, humidity, dampness","JLPT JLPT_2","E,5F1zc&nb","độ ẩm, độ ẩm, độ ẩm"
"しつこい","しつこい","insistent, obstinate","JLPT JLPT_2","cl$L-`(2=_","kiên quyết, cố chấp"
"実習","じっしゅう","practice, training","JLPT JLPT_2","Q?<8X`Y6`0","luyện tập, rèn luyện"
"実績","じっせき","achievements, actual results","JLPT JLPT_2","PTJ&0rneJs","thành tích, kết quả thực tế"
"湿度","しつど","level of humidity","JLPT JLPT_2","i$wXV&h<e~","mức độ ẩm"
"執筆","しっぴつ","writing","JLPT JLPT_2","d&KI~[gCB*","viết"
"実物","じつぶつ","an actual thing","Intermediate_Japanese_Ln.6 JLPT_2 JLPT Intermediate_Japanese","fJhH*-i=?2","một điều thực tế"
"しっぽ","しっぽ","tail (animal)","JLPT JLPT_2","p%JPLRsrQ5","đuôi (động vật)"
"実用","じつよう","practical use, utility","JLPT JLPT_2","P$.|MnAuqw","sử dụng thực tế, tiện ích"
"実力","じつりょく","(real) ability, true strength, merit, efficiency, competency","JLPT JLPT_2","N8N^f(x7A}","(thực sự) khả năng, sức mạnh thực sự, thành tích, hiệu quả, năng lực"
"実例","じつれい","example, instance","JLPT JLPT_2","ewdd$MkDp/","ví dụ, ví dụ"
"しつれいしました (かん)","しつれいしました (かん)","Excuse me., I'm sorry.","JLPT JLPT_2","x&i%T@U%I?","Xin lỗi., tôi xin lỗi."
"失恋","しつれん","broken heart, unrequited love","JLPT JLPT_2","HeXichFW(h","trái tim tan vỡ, tình yêu không được đáp lại"
"指定","してい","designation, specification, assignment","JLPT JLPT_2","LeO/O}WHQF","sự chỉ định, sự chỉ định, sự phân công"
"私鉄","してつ","private railway","JLPT JLPT_2","c~zLGStXx;","đường sắt tư nhân"
"児童","じどう","children, juvenile","JLPT JLPT_2","e,|tEbv]Zq","trẻ em, vị thành niên"
"縛る","しばる","to tie, to bind","JLPT JLPT_2","u<vp]tuxC:","buộc, ràng buộc"
"地盤","じばん","(the) ground","JLPT JLPT_2","w,S*6c4+}g","(cái) mặt đất"
"しびれる","しびれる","to become numb","JLPT JLPT_2","fFBvw=J;Al","trở nên tê liệt"
"紙幣","しへい","paper money, notes, bills","JLPT JLPT_2","OV<,Z6HPYF","tiền giấy, ghi chú, hóa đơn"
"しぼむ","しぼむ","to wither, to shrivel","JLPT JLPT_2","rQV|ihDTH/","héo đi, héo đi"
"萎む","しぼむ","to wither (of flowers, dreams, etc.), to wilt","JLPT JLPT_2","nNiS0>eZP6","héo (hoa, giấc mơ, v.v.), héo úa"
"絞る","しぼる","to press, to wring, to squeeze","JLPT JLPT_2","H^H!^blNEc","ấn, vắt, ép"
"縞","しま","stripe","JLPT JLPT_2","O7bnFhR1.s","sọc"
"地味","じみ","plain, simple, subdued, sober","JLPT JLPT_2","LT>0so`a$T","đơn giản, giản dị, nhẹ nhàng, tỉnh táo"
"しみじみ","しみじみ","keenly, deeply, heartily","JLPT JLPT_2","e8*+SqN?3E","một cách sâu sắc, sâu sắc, tận tình"
"氏名","しめい","full name","JLPT JLPT_2","i423XMuGh3","tên đầy đủ"
"締切","しめきり","deadline","JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.3","L=ve:1mZw7","thời hạn"
"締め切り","しめきり","deadline, closing, cut-off, end","JLPT JLPT_2","Md1`kIU$)u","thời hạn, kết thúc, kết thúc, kết thúc"
"締め切る","しめきる","to close, cancel","JLPT JLPT_2","G!n|7FGUeD","đóng, hủy"
"しめた (かん)","しめた (かん)","I've got it, all right, fine","JLPT JLPT_2","zl!oUL,zds","Tôi hiểu rồi, được rồi, ổn thôi"
"しめる","しめる","to be wet, to become wet, to be damp","JLPT JLPT_2","B-RIGx{n6t","bị ướt, bị ướt, bị ướt"
"地面","じめん","ground, earth's surface","JLPT JLPT_2","sKB=F~Okr&","mặt đất, bề mặt trái đất"
"ジャーナリスト","ジャーナリスト","journalist","JLPT JLPT_2","J*kn.#JF,]","nhà báo"
"社会科学","しゃかいかがく","social science","JLPT JLPT_2","k09..p/K:$","khoa học xã hội"
"しゃがむ","しゃがむ","to squat","JLPT JLPT_2","oIYnDS)YJi","ngồi xổm"
"蛇口","じゃぐち","faucet, tap","JLPT JLPT_2","zRkqq!QHkN","vòi, vòi"
"弱点","じゃくてん","weak point, weakness","JLPT JLPT_2","H/[LFJ:IvA","điểm yếu, điểm yếu"
"車庫","しゃこ","garage, car shed","JLPT JLPT_2","lE^9nzt^2-","gara, nhà để xe"
"車掌","しゃしょう","(train) conductor","JLPT JLPT_2","b.n4^BFEbO","(tàu hỏa) người soát vé"
"写生","しゃせい","sketching, drawing from nature","JLPT JLPT_2","C+dKrz0lC&","phác họa, vẽ từ thiên nhiên"
"社説","しゃせつ","editorial","JLPT JLPT_2","OPZsh9XL6-","biên tập"
"しゃっくり","しゃっくり","hiccough, hiccup","JLPT JLPT_2","yp$Z>Vh|zo","nấc, nấc"
"シャッター","シャッター","shutter","JLPT JLPT_2","KMNzQgzh26","màn trập"
"しゃぶる","しゃぶる","to suck, to chew","JLPT JLPT_2","yZO~f#ZDsc","mút, nhai"
"車輪","しゃりん","(car) wheel","JLPT JLPT_2","w^RM.{Q-65","(ô tô) bánh xe"
"洒落","しゃれ","joke, pun, witticism","JLPT JLPT_2","FiN|9?=c;o","trò đùa, cách chơi chữ, sự hóm hỉnh"
"じゃんけん","じゃんけん","rock-scissors-paper game","JLPT JLPT_2","r[@>bl*,N.","trò chơi oẳn tù tì"
"重～","じゅう～","heavy ~","JLPT JLPT_2","j{}Q,b8AUe","nặng ~"
"集会","しゅうかい","meeting, assembly","JLPT JLPT_2","FB%)C]f(i:","cuộc họp, sự lắp ráp"
"住居","じゅうきょ","dwelling, house, residence, address","JLPT JLPT_2","dv!To}OFLp","chỗ ở, nhà ở, nơi cư trú, địa chỉ"
"集金","しゅうきん","money collection","JLPT JLPT_2","vqI&vRYrZz","thu tiền"
"集合","しゅうごう","gathering, assembly","JLPT JLPT_2","QQkx-.?$px","tập hợp, lắp ráp"
"習字","しゅうじ","penmanship","JLPT JLPT_2","DHN{BIzy9J","sự viết chữ"
"修繕","しゅうぜん","repair, mending","JLPT JLPT_2","8Hn$K(/y&","sửa chữa, sửa chữa"
"重体","じゅうたい","serious condition, critical condition","JLPT JLPT_2","eGoKd/:^C0","tình trạng nghiêm trọng, tình trạng nguy kịch"
"じゅうたん (カーペット)","じゅうたん (カーペット)","carpet","JLPT JLPT_2","wuSQ.Es4!<","thảm"
"終点","しゅうてん","terminus, last stop (e.g train)","JLPT JLPT_2","yoA+}ku9{T","ga cuối, điểm dừng cuối cùng (ví dụ: tàu)"
"重点","じゅうてん","important point, lay stress on, emphasis","JLPT JLPT_2","m03VNo)9t$","điểm quan trọng, nhấn mạnh, nhấn mạnh"
"就任","しゅうにん","inauguration, assumption of office","JLPT JLPT_2","HtcOE.Q|y4","nhậm chức, nhậm chức"
"周辺","しゅうへん","circumference, peripheral","JLPT JLPT_2","hN?qSe;l/I","chu vi, ngoại vi"
"重役","じゅうやく","director, high executive","JLPT JLPT_2","nHZ3{$.oV6","giám đốc, giám đốc điều hành cấp cao"
"終了","しゅうりょう","end, close, termination","JLPT_1 JLPT JLPT_2","bv?qBa-JLm","kết thúc, kết thúc, chấm dứt"
"重量","じゅうりょう","heavyweight","JLPT JLPT_2","L@e.0E4LTG","hạng nặng"
"重力","じゅうりょく","gravity","JLPT JLPT_2","p;B+5;@b>T","trọng lực"
"熟語","じゅくご","idiom, kanji compound","JLPT JLPT_2","JfoRe)yOPp","thành ngữ, ghép chữ kanji"
"祝日","しゅくじつ","national holiday","JLPT JLPT_2","k6tGq~h4+p","ngày quốc khánh"
"縮小","しゅくしょう","reduction, curtailment","JLPT JLPT_2","A;W|R`P$FY","sự cắt giảm, sự cắt giảm"
"受験","じゅけん","taking an examination","JLPT JLPT_2","h]:z)|nWsb","làm bài kiểm tra"
"主語","しゅご","(gram) subject","JLPT JLPT_2","E2f>S=Qsi$","(gram) chủ đề"
"主人","しゅじん","(one's own) husband","JLPT JLPT_2 Intermediate_Japanese_Ln.9 Intermediate_Japanese","y0Vh0}pH&D","(của chính mình) chồng"
"出勤","しゅっきん","going to work, at work","JLPT JLPT_2","j_B5AK}^J!","đi làm, đi làm"
"述語","じゅつご","predicate","JLPT JLPT_2","rBV;MM,_Ui","vị ngữ"
"出張","しゅっちょう","official tour, business trip","JLPT Intermediate_Japanese Genki_Ln.19 JLPT_2 Intermediate_Japanese_Ln.10 Genki","QbLl4<fBGE","chuyến công tác, chuyến công tác"
"寿命","じゅみょう","life span","JLPT JLPT_2","ip@RR(6Q)w","tuổi thọ"
"主役","しゅやく","leading part","JLPT JLPT_2","AAvA2F|qmF","phần dẫn đầu"
"受話器","じゅわき","(telephone) receiver","JLPT JLPT_2","jRLR$b=wEf","(điện thoại) máy thu"
"循環","じゅんかん","circulation, rotation, cycle","JLPT JLPT_2","z/Jjqic)yW","tuần hoàn, luân chuyển, chu kỳ"
"巡査","じゅんさ","policeman","JLPT JLPT_2","mWfGm:/O]=","cảnh sát"
"順々","じゅんじゅん","in order, in turn","JLPT JLPT_2","lO7^4=~T>J","theo thứ tự, lần lượt"
"順序","じゅんじょ","order, sequence, procedure","JLPT JLPT_2","q=^2QGGaA","trình tự, trình tự, thủ tục"
"純情","じゅんじょう","pure heart","JLPT JLPT_2","C6E@oxfT>)","trái tim thuần khiết"
"純粋","じゅんすい","pure, genuine, unmixed","JLPT JLPT_2","x2gLnGo0Hy","tinh khiết, chân thật, không pha trộn"
"初～","しょ～","first ~","JLPT JLPT_2","Ni+{r7rs24","đầu tiên ~"
"諸～","しょ～","various ~","JLPT JLPT_2","Q5kl8(<^]h","đa dạng ~"
"女～","じょ～","things done by women","JLPT JLPT_2","LhI(13lT>E","những việc do phụ nữ làm"
"省～","しょう～","economizing ~","JLPT JLPT_2","im>V5<%2Jx","tiết kiệm ~"
"消化","しょうか","digestion","JLPT JLPT_2","C#pz<pJ<eo","tiêu hóa"
"小学生","しょうがくせい","elementary school pupil","JLPT JLPT_2","GKx{~(QY^<","học sinh tiểu học"
"しょうがない","しょうがない","It is not worth ~","JLPT JLPT_2","H;w)!q6QIW","Nó không có giá trị ~"
"将棋","しょうぎ","Japanese chess","JLPT JLPT_2","o>-[BTOgMu","cờ vua nhật bản"
"蒸気","じょうき","steam, vapor","JLPT JLPT_2","yr+:#u3w]#","hơi nước, hơi nước"
"定規","じょうぎ","(measuring) ruler","JLPT JLPT_2","y8|>I<):Fb","(đo lường) thước kẻ"
"上級","じょうきゅう","advanced level, high grade, senior","JLPT JLPT_2","E]<)eitS5v","trình độ cao cấp, cao cấp, cao cấp"
"商業","しょうぎょう","commerce, trade, business","JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese","tBxA`{EGUT","thương mại, buôn bán, kinh doanh"
"消極的","しょうきょくてき","passive","JLPT JLPT_2","D7|$-Q)w)~","thụ động"
"賞金","しょうきん","prize, monetary award","JLPT JLPT_2","h7834at`:k","giải thưởng, giải thưởng bằng tiền"
"上下","じょうげ","high and low, up and down","JLPT JLPT_2","o_^4=W.VM#","cao và thấp, lên và xuống"
"障子","しょうじ","paper sliding door","JLPT JLPT_2","M[TE$UVbid","cửa trượt giấy"
"商社","しょうしゃ","trading company","JLPT JLPT_2","J/lSCUTs~[","công ty thương mại"
"乗車","じょうしゃ","taking a train, entraining","JLPT JLPT_2","Nw+J{<dSau","đi tàu, lôi kéo"
"上旬","じょうじゅん","first 10 days of month","JLPT JLPT_2","h))LgN=I.e","10 ngày đầu tháng"
"小数","しょうすう","fraction (part of), decimal","JLPT JLPT_2","z:q}dc<I:s","phân số (một phần), số thập phân"
"生ずる","しょうずる","to cause, to arise, to be generated","JLPT JLPT_2","vg9e=r3Tl,","gây ra, phát sinh, được tạo ra"
"商店","しょうてん","shop, business firm","JLPT JLPT_2","glT|Kxp]>$","cửa hàng, công ty kinh doanh"
"焦点","しょうてん","focus, point","JLPT JLPT_2","wHjNiqCz}x","tập trung, điểm"
"消毒","しょうどく","disinfection","JLPT JLPT_2","xo2iz}Ug@`","khử trùng"
"勝敗","しょうはい","victory or defeat, issue (of battle)","JLPT JLPT_2","BU<_6fBUh}","chiến thắng hay thất bại, kết quả (của trận chiến)"
"蒸発","じょうはつ","evaporation; unexplained disappearance","JLPT JLPT_2","lr6Aj]|}(-","bay hơi; mất tích không rõ nguyên nhân"
"賞品","しょうひん","prize, trophy","JLPT JLPT_2","M}I~*8Gv<&","giải thưởng, cúp"
