"expression","reading","meaning","tags","guid","meaning_vi"
"強調","きょうちょう","emphasis, stress, stressed point","JLPT JLPT_2 JLPT_3","ekVG@ic`Qc","sự nhấn mạnh, sự nhấn mạnh, điểm nhấn mạnh"
"共通","きょうつう","commonness, mutual","JLPT JLPT_2 JLPT_3","iNbpa<XIBY","sự chung, sự chung"
"共同","きょうどう","cooperation, association, collaboration","JLPT JLPT_2 JLPT_3","M&4X!=%k6!","sự hợp tác, sự liên kết, sự hợp tác"
"恐怖","きょうふ","fear, terror","JLPT JLPT_2 JLPT_3","E^f~?uHKoJ","sự sợ hãi, khủng bố"
"協力","きょうりょく","cooperation, collaboration","JLPT JLPT_2 JLPT_3","C?Z%aW?GmJ","hợp tác, hợp tác"
"強力","きょうりょく","powerful, strong","JLPT JLPT_2 JLPT_3","o`2(1ZfJ,z","mạnh mẽ, mạnh mẽ"
"許可","きょか","permission, approval","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4","xgOJVyt)!-","sự cho phép, sự chấp thuận"
"局","きょく","office, bureau, station(TV, radio)","JLPT JLPT_2 JLPT_3","tQ0a`!@5U(","văn phòng, văn phòng, đài (TV, radio)"
"巨大","きょだい","huge, gigantic, enormous","JLPT JLPT_2 JLPT_3","xA&bS[Q4,y","to lớn, khổng lồ, to lớn"
"嫌う","きらう","to hate, to dislike, to loathe","JLPT JLPT_2 JLPT_3","br%KM$_?V3","ghét, không thích, ghê tởm"
"霧","きり","fog, mist","JLPT JLPT_2 JLPT_3","xhY3{w-]xD","sương mù, sương mù"
"切れ","きれ","cloth, piece, cut","JLPT JLPT_2 JLPT_3","no-N<tQ].O","vải, mảnh, cắt"
"切れる","きれる","to cut well, to be sharp; to break (off)","JLPT JLPT_2 JLPT_3","vq3fa)$([j","cắt tốt, sắc bén; phá vỡ (tắt)"
"記録","きろく","record, minutes, document","JLPT JLPT_2 JLPT_3","E9&**2T5hb","hồ sơ, biên bản, tài liệu"
"議論","ぎろん","argument, discussion, dispute","JLPT JLPT_2 JLPT_3","tHrivglW.I","tranh luận, thảo luận, tranh cãi"
"金","きん","gold, metal; money","JLPT JLPT_2 JLPT_3","}{gI`5unu","vàng, kim loại; tiền bạc"
"銀","ぎん","silver","JLPT JLPT_2 JLPT_3","r=)`V@J5eU","bạc"
"禁煙","きんえん","No Smoking","JLPT JLPT_2 JLPT_3","O$<^K)0$)}","Không hút thuốc"
"金額","きんがく","amount of money","JLPT JLPT_2 JLPT_3","MF#,QebEjl","số tiền"
"金庫","きんこ","safe, vault","JLPT JLPT_2 JLPT_3","fW#b}db?aR","két sắt, kho tiền"
"禁止","きんし","prohibition, ban","JLPT JLPT_2 JLPT_3","Gdm1sTV(+-","cấm, cấm"
"金銭","きんせん","money, cash","JLPT JLPT_2 JLPT_3","gfWr=5X>7*","tiền, tiền mặt"
"金属","きんぞく","metal","JLPT JLPT_2 JLPT_3","y9?7a-hRGY","kim loại"
"近代","きんだい","modern times","JLPT JLPT_2 JLPT_3",":<%,Q>)l%","thời hiện đại"
"緊張","きんちょう","tension, mental strain, nervousness","JLPT JLPT_2 JLPT_3","G?ovKqSJ{(","căng thẳng, căng thẳng tinh thần, hồi hộp"
"筋肉","きんにく","muscle, sinews","JLPT JLPT_2 JLPT_3","rIZ[8xFGmr","cơ, gân"
"金融","きんゆう","finance, money and banking","JLPT JLPT_2 JLPT_3","ft);I1go9:","tài chính, tiền tệ và ngân hàng"
"句","く","phrase","JLPT JLPT_2 JLPT_3","s#j6K^u/Ut","cụm từ"
"食う","くう","(male) (vulg.) to eat","JLPT JLPT_2 JLPT_3","m^2{l`XD/G","(nam) (thô tục.) ăn"
"偶然","ぐうぜん","(by) chance, unexpectedly","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4","Bjglx^BH1F","(tình cờ) tình cờ, bất ngờ"
"臭い","くさい","stinky, smelly, bad-smelling","JLPT JLPT_2 JLPT_3","wHN8;QJo.]","có mùi hôi, có mùi hôi, có mùi khó chịu"
"鎖","くさり","chain","JLPT JLPT_2 JLPT_3","cOg]TL4|L&","xích"
"腐る","くさる","to rot, to go bad","JLPT JLPT_2 JLPT_3","u_}*Hl&WiO","thối rữa, trở nên tồi tệ"
"癖","くせ","a habit (often a bad habit), peculiarity","JLPT JLPT_2 JLPT_3","Ae-]tyqPg+","một thói quen (thường là một thói quen xấu), tính đặc thù"
"管","くだ","pipe, tube","JLPT JLPT_2 JLPT_3","pL(+IcFnzy","ống, ống"
"具体","ぐたい","concrete, tangible, material","JLPT JLPT_2 JLPT_3","j&j}xVZwy2","cụ thể, hữu hình, vật chất"
"下り","くだり","down-train (going away from Tokyo)","JLPT JLPT_2 JLPT_3","ll}#-y;}nb","xuống tàu (đi từ Tokyo)"
"下る","くだる","to get down, to descend","JLPT JLPT_2 JLPT_3","J8{HBuKP{o","đi xuống, đi xuống"
"苦痛","くつう","pain, agony","JLPT JLPT_2 JLPT_3","gHRe}_+,oB","sự đau đớn, thống khổ"
"ぐっすり","ぐっすり","sound asleep, fast asleep","JLPT JLPT_2 JLPT_3","p-l^nopeNF","ngủ say, ngủ say"
"区別","くべつ","distinction, differentiation, classification","JLPT JLPT_2 JLPT_3","BvvL(+LdQJ","sự phân biệt, sự khác biệt, sự phân loại"
"組","くみ","class, team, set","JLPT JLPT_2 JLPT_3","Eo]xBl)F72","lớp, đội, tập hợp"
"組合","くみあい","association, union","JLPT JLPT_2 JLPT_3","yqy^)Y;[n3","hiệp hội, hiệp hội"
"組む","くむ","to put together","JLPT JLPT_2 JLPT_3","drFT5_xS_C","để tập hợp lại với nhau"
"汲む","くむ","to draw, to scoop, to pump","JLPT JLPT_2 JLPT_3","Q)1C!FL!I~","kéo, múc, bơm"
"酌む","くむ","to serve sake","JLPT JLPT_2 JLPT_3","46h2Xe@mx","phục vụ rượu sake"
"悔しい","くやしい","regrettable, mortifying, vexing","JLPT JLPT_2 JLPT_3","rlXMK!]p!4","đáng tiếc, đáng xấu hổ, khó chịu"
"位","くらい","grade, rank, about","JLPT JLPT_2 JLPT_3","n?/Ib+~G&7","lớp, cấp bậc, về"
"暮らし","くらし","living; life style","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13","ur3R:N98HP","cuộc sống; phong cách sống"
"クラシック","クラシック","classic(s)","JLPT JLPT_2 JLPT_3","gWD`rMx`.V","cổ điển"
"暮らす","くらす","to live, to get along","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11","uz%a*.FY`[","sống, để hòa hợp"
"グラス","グラス","glass; grass","JLPT JLPT_2 JLPT_3","o%;,f2E00;","thủy tinh; cỏ"
"グランド","グランド","gland, grand, (electrical) ground","JLPT JLPT_2 JLPT_3","y<]BSgg>1B","tuyến, lớn, mặt đất (điện)"
"クリーム","クリーム","cream","JLPT JLPT_2 JLPT_3","x%D6yIVKeG","kem"
"繰り返す","くりかえす","to repeat, to do something over again","JLPT JLPT_2 JLPT_3","x/V;r?ugpG","lặp lại, làm lại điều gì đó"
"クリスマス","クリスマス","Christmas","JLPT Genki_Ln.14 JLPT_3 JLPT_2 Genki","qJB4cU<;.M","Giáng sinh"
"狂う","くるう","to go mad, to get out of order","JLPT JLPT_2 JLPT_3","LFsc7Cxxu?","nổi điên, mất trật tự"
"グループ","グループ","group","JLPT JLPT_2 JLPT_3","ml-qdb`4u(","nhóm"
"苦しい","くるしい","tough; physically strenuous","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15","o9TWr2(ugU","khó; vất vả về thể chất"
"苦しむ","くるしむ","to suffer, to groan, to be worried","JLPT JLPT_2 JLPT_3","JPH_;zI]Eb","đau khổ, rên rỉ, lo lắng"
"暮れ","くれ","year end,","JLPT JLPT_2 JLPT_3","J-H`.dV)Ya","cuối năm,"
"苦労","くろう","hardship; suffering","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14","Qg]J+:tq@n","khó khăn; đau khổ"
"加える","くわえる","to append, to sum up, to add (up)","JLPT JLPT_2 JLPT_3","uHR{k-Ggpv","nối thêm, cộng lại, cộng thêm (lên)"
"咥える","くわえる","to hold something in the mouth","JLPT JLPT_2 JLPT_3","MP^AZ7xeUw","để giữ một cái gì đó trong miệng"
"詳しい","くわしい","detailed; full; accurate","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8","OydH!z!UV$","chi tiết; đầy; chính xác"
"加わる","くわわる","to join in, to accede to","JLPT JLPT_2 JLPT_3","C1e@=>t]o?","tham gia vào, gia nhập vào"
"訓","くん","native Japanese reading of a Chinese character","JLPT JLPT_2 JLPT_3","bzc~15=D>r","cách đọc tiếng Nhật bản địa của một ký tự Trung Quốc"
"軍","ぐん","army, force, troops","JLPT JLPT_2 JLPT_3","snlGor1;5B","quân đội, lực lượng, binh lính"
"郡","ぐん","country, district","JLPT JLPT_2 JLPT_3","bXy5Bz>=dm","quốc gia, huyện"
"軍隊","ぐんたい","army, troops","JLPT JLPT_2 JLPT_3","ztU9>^6)?#","quân đội, quân đội"
"訓練","くんれん","practice, training","JLPT JLPT_2 JLPT_3","FBWzrhuPIY","luyện tập, rèn luyện"
"下","げ","under, below, beneath","JLPT JLPT_2 JLPT_3","JgwryRe;fM","dưới, bên dưới, bên dưới"
"計","けい","plan; sum, total","JLPT JLPT_2 JLPT_3","oeGx?<asd*","kế hoạch; tổng, tổng cộng"
"敬意","けいい","respect, honor","JLPT JLPT_2 JLPT_3","PG>aot:bo~","tôn trọng, tôn vinh"
"経営","けいえい","management, administration","JLPT JLPT_2 JLPT_3","b~su7M=0~@","quản lý, điều hành"
"景気","けいき","condition, state, business (condition)","JLPT JLPT_2 JLPT_3","Ju%`{&u<L~","điều kiện, trạng thái, kinh doanh (điều kiện)"
"傾向","けいこう","tendency, trend, inclination","JLPT JLPT_2 JLPT_3","j=d#Ly-}f$","khuynh hướng, khuynh hướng, khuynh hướng"
"警告","けいこく","warning","JLPT JLPT_2 JLPT_3","6frcgbqoo","cảnh báo"
"計算","けいさん","calculation, reckoning","JLPT JLPT_2 JLPT_3","uhjx!mhsp>","sự tính toán, sự tính toán"
"掲示","けいじ","notice, bulletin","JLPT JLPT_2 JLPT_3","k:vtm*1T8E","thông báo, bản tin"
"刑事","けいじ","criminal case, (police) detective","JLPT JLPT_2 JLPT_3","e8dFatK7SV","vụ án hình sự, thám tử (cảnh sát)"
"芸術","げいじゅつ","(fine) art, the arts","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10","pxydrozlB3","(tốt) nghệ thuật, nghệ thuật"
"契約","けいやく","contract, compact, agreement","JLPT JLPT_2 JLPT_3","rb+qu;iaOF","hợp đồng, nhỏ gọn, thỏa thuận"
"経由","けいゆ","go by the way, via","JLPT JLPT_2 JLPT_3","iaYgH/NFbB","Nhân tiện, đi qua"
"ケース","ケース","case","JLPT_1 JLPT JLPT_2 JLPT_3","tQq4Ps7@D>","trường hợp"
"ゲーム","ゲーム","game","JLPT JLPT_2 JLPT_3","f6tl8,95d0","trò chơi"
"劇","げき","drama, play","JLPT JLPT_2 JLPT_3","Fj4m~K@AaE","kịch, vở kịch"
"劇場","げきじょう","theater, playhouse","JLPT JLPT_2 JLPT_3","]#<%*v<%(","nhà hát, nhà hát"
"化粧","けしょう","make-up (cosmetic)","JLPT JLPT_2 JLPT_3","kU@d`$tb#v","trang điểm (mỹ phẩm)"
"けち","けち","stinginess, miser","JLPT JLPT_2 JLPT_3","s#8[d||F]p","sự keo kiệt, keo kiệt"
"血液","けつえき","blood","JLPT JLPT_2 JLPT_3","hvJ?D%;5l%","máu"
"結果","けっか","result, consequence","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5","uus~EAck7g","kết quả, hậu quả"
"欠陥","けっかん","defect, fault, deficiency","JLPT JLPT_2 JLPT_3","JPtOP,>ga[","khiếm khuyết, khiếm khuyết, thiếu sót"
"結局","けっきょく","after all, eventually","JLPT JLPT_2 JLPT_3","jyia6$GYCZ","xét cho cùng, cuối cùng"
"決心","けっしん","determination, resolution","JLPT JLPT_2 JLPT_3","c0O1]G99<]","sự quyết tâm, sự giải quyết"
"欠席","けっせき","absence, non-attendance","JLPT JLPT_2 JLPT_3","C}LnP5iu4O","sự vắng mặt, sự vắng mặt"
"決定","けってい","decision, determination","JLPT JLPT_2 JLPT_3","Jp:0Ai2,VX","quyết định, quyết tâm"
"欠点","けってん","faults, defect, weakness","JLPT JLPT_2 JLPT_3","M9`w:3e`~]","lỗi lầm, khiếm khuyết, điểm yếu"
"結論","けつろん","conclusion","JLPT JLPT_2 JLPT_3","iMXuHup!!R","Phần kết luận"
"煙","けむり","smoke, fumes","JLPT JLPT_2 JLPT_3","lSxqx7`C*~","khói, khói"
"蹴る","ける","to kick","JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21","MV$~w0X!y2","đá"
"券","けん","ticket, certificate","JLPT JLPT_2 JLPT_3","hb?hf::?yp","vé, chứng chỉ"
"県","けん","prefecture","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7","MN<nt8!(02","tỉnh"
"見解","けんかい","opinion, point of view","JLPT JLPT_2 JLPT_3","G#%jy:[3F!","ý kiến, quan điểm"
"限界","げんかい","limit, bound","JLPT JLPT_2 JLPT_3","JaoBjFZQ]<","giới hạn, ràng buộc"
"現金","げんきん","cash","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9","v>1Aj:QNui","tiền mặt"
"言語","げんご","language","JLPT JLPT_2 JLPT_3","ejQbjwn<j/","ngôn ngữ"
"健康","けんこう","health(y)","JLPT JLPT_2 JLPT_3","n11FRELGTJ","khỏe mạnh)"
"検査","けんさ","inspection, examination","JLPT JLPT_2 JLPT_3","JUjY[Ey:u:","sự kiểm tra, sự kiểm tra"
"現在","げんざい","now (same as 今 (いま)), present, current","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12","w(.$MQ!&Z<","bây giờ (giống như 今 (いま)), hiện tại, hiện tại"
"現実","げんじつ","reality","JLPT JLPT_2 JLPT_3","F232?ww;iJ","thực tế"
"現象","げんしょう","phenomenon","JLPT JLPT_2 JLPT_3","FyKmxf<-vO","hiện tượng"
"現状","げんじょう","present condition, status quo","JLPT JLPT_2 JLPT_3","N|BEb?m$K?","tình trạng hiện tại, hiện trạng"
"建設","けんせつ","construction, foundation","JLPT JLPT_2 JLPT_3","znx=MK$=96","xây dựng, nền móng"
"現代","げんだい","today, present-day","JLPT JLPT_2 JLPT_3","fu)f(:6JAs","ngày nay, ngày nay"
"建築","けんちく","construction, architecture","JLPT JLPT_2 JLPT_3","NM6eAgwD,T","xây dựng, kiến ​​trúc"
"見当","けんとう","estimate, guess","JLPT JLPT_2 JLPT_3","t]}1Fz~P+l","ước tính, đoán"
"検討","けんとう","consideration, examination, investigation","JLPT JLPT_2 JLPT_3","Qr-3$@5oy:","sự xem xét, sự xem xét, sự điều tra"
"現場","げんば","actual spot, scene, field","JLPT JLPT_2 JLPT_3","pPYxD+.Tt<","địa điểm, khung cảnh, cánh đồng thực tế"
"憲法","けんぽう","constitution","JLPT JLPT_2 JLPT_3","Pt+Ua9}uUU","cấu tạo"
"権利","けんり","right, privilege","JLPT JLPT_2 JLPT_3","BlH<4P^#PV","đúng, đặc quyền"
"後","ご","afterwards, since then","JLPT JLPT_2 JLPT_3","NFyG.<z1HC","sau đó, kể từ đó"
"碁","ご","Go (board game of capturing territory)","JLPT JLPT_2 JLPT_3","e~/B8i!5F)","Cờ vây (board game chiếm lãnh thổ)"
"恋","こい","love, tender passion","JLPT JLPT_2 JLPT_3","I%Sh/ap#4{","tình yêu, niềm đam mê dịu dàng"
"濃い","こい","thick (as of color, liquid), dense, strong","JLPT JLPT_2 JLPT_3","cR>i$T~1vO","dày (như màu sắc, chất lỏng), đậm đặc, mạnh mẽ"
"恋人","こいびと","lover; sweetheart; girlfriend","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9","lgn5l,{H`B","người yêu; người yêu; bạn gái"
"幸運","こううん","good luck, fortune","JLPT JLPT_2 JLPT_3","u*FUt2q$fc","chúc may mắn, may mắn"
"講演","こうえん","lecture, talk","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15","vP=[7BPl,E","bài giảng, nói chuyện"
"効果","こうか","effect, result","JLPT JLPT_2 JLPT_3","vT0BrdLKhF","tác dụng, kết quả"
"硬貨","こうか","coin","JLPT JLPT_2 JLPT_3","qBE<@>&,:4","đồng xu"
"高価","こうか","high price","JLPT JLPT_2 JLPT_3","J01j$uto]T","giá cao"
"豪華","ごうか","luxurious, gorgeous, extravagance","JLPT JLPT_2 JLPT_3","VKR/XQP(/","sang trọng, lộng lẫy, xa hoa"
"合格","ごうかく","success, passing (e.g., exam)","JLPT JLPT_2 JLPT_3","wSq<0USuY5","thành công, đậu (ví dụ: kỳ thi)"
"交換","こうかん","exchange, swap","JLPT JLPT_2 JLPT_3","FoW0]ZL+c.","trao đổi, trao đổi"
"航空","こうくう","aviation, flying","JLPT JLPT_2 JLPT_3","gKh#|Nhux","hàng không, bay"
"光景","こうけい","scene, spectacle","JLPT JLPT_2 JLPT_3","uTN)wO>N*m","cảnh, cảnh tượng"
"合計","ごうけい","sum total, total amount","JLPT JLPT_2 JLPT_3","z@(R~.`dKi","tổng cộng, tổng số tiền"
"攻撃","こうげき","attack, strike, offensive","JLPT JLPT_2 JLPT_3","fbxr=B^K{z","tấn công, tấn công, tấn công"
"貢献","こうけん","contribution, services","JLPT JLPT_2 JLPT_3","im57ib}9qS","đóng góp, dịch vụ"
"広告","こうこく","advertisement","JLPT Genki_Ln.13 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki","qa5XPpB~K$","quảng cáo"
"交際","こうさい","friendship, association, acquaintance","JLPT JLPT_2 JLPT_3","nH$6L6<H;R","tình bạn, sự kết giao, sự quen biết"
"校舎","こうしゃ","school building","JLPT JLPT_2 JLPT_3","x5W<B+BK>R","xây dựng trường học"
"後者","こうしゃ","the latter","JLPT JLPT_2 JLPT_3","kUquk|vi;&","cái sau"
"工場","こうば","factory, plant","JLPT JLPT_2 JLPT_3","kU8AM-,iY!","nhà máy, nhà máy"
"公正","こうせい","justice, fairness, impartiality","JLPT JLPT_2 JLPT_3","N@!)sH2_75","sự công bằng, sự công bằng, sự công bằng"
"構成","こうせい","organization, composition","JLPT JLPT_2 JLPT_3","Fd-KLO&b~!","tổ chức, thành phần"
"高速","こうそく","high speed, high gear","JLPT JLPT_2 JLPT_3","B,HIrwQ4QK","tốc độ cao, hộp số cao"
"行動","こうどう","action, conduct, behavior","JLPT JLPT_2 JLPT_3","Q_m+2cq0*[","hành động, hành động, hành vi"
"強盗","ごうとう","robbery, burglary","JLPT JLPT_2 JLPT_3","lC8A_#]SF+","vụ cướp, vụ trộm"
"後輩","こうはい","junior members of a group","JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki","exC.)`@)h[","thành viên cấp dưới của một nhóm"
"幸福","こうふく","happiness, blessedness","JLPT JLPT_2 JLPT_3","KnC^{e}c.-","hạnh phúc, phước lành"
"公平","こうへい","fairness, impartial, justice","JLPT JLPT_2 JLPT_3","HfCG]C,9b3","sự công bằng, sự công bằng, sự công bằng"
"候補","こうほ","candidacy","JLPT JLPT_2 JLPT_3","jI7M_ck/=4","ứng cử"
"考慮","こうりょ","consideration, taking into account","JLPT JLPT_2 JLPT_3","ORy-9jIY.M","xem xét, tính đến"
"越える","こえる","to exceed, to cross over, to cross","JLPT JLPT_2 JLPT_3","Ps<w%<}`Nz","vượt qua, vượt qua, vượt qua"
"超える","こえる","to exceed, to cross over, to cross","JLPT JLPT_2 JLPT_3","rn/xivT%1v","vượt qua, vượt qua, vượt qua"
"コーチ","コーチ","coach","JLPT JLPT_2 JLPT_3","E.482d:D0W","huấn luyện viên"
"コード","コード","code; cord; chord","JLPT JLPT_2 JLPT_3","QKH0$=zpP3","mã số; dây; dây nhau"
"氷","こおり","ice, hail","JLPT JLPT_2 JLPT_3","jVp@v3rS)h","băng, mưa đá"
"凍る","こおる","to freeze, to be frozen over, to congeal","JLPT JLPT_2 JLPT_3","A<P8Ao~%+S","đóng băng, bị đóng băng, đông lại"
"ゴール","ゴール","goal","JLPT JLPT_2 JLPT_3","PTY>]PCTXK","mục tiêu"
"誤解","ごかい","misunderstanding","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15","FY37~etpV/","sự hiểu lầm"
"語学","ごがく","language study","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8","lSZ`^u4$^l","học ngôn ngữ"
"呼吸","こきゅう","breath, respiration","JLPT JLPT_2 JLPT_3","HYaR{=4wss","hơi thở, hô hấp"
"故郷","こきょう","hometown","JLPT JLPT_2 JLPT_3","x[p9$Yy?#r","quê hương"
"極","ごく","quite, very","JLPT JLPT_2 JLPT_3","x-os]7T;c","khá, rất"
"国語","こくご","national language","JLPT JLPT_2 JLPT_3","P(9q-`0&O-","quốc ngữ"
"国籍","こくせき","nationality","JLPT JLPT_2 JLPT_3","r.}Cb086.1","quốc tịch"
"黒板","こくばん","blackboard","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13","gM[VFRJO/m","bảng đen"
"克服","こくふく","conquest, overcome","JLPT JLPT_2 JLPT_3","cg-)t|ngzK","chinh phục, vượt qua"
"国民","こくみん","national, people, citizen","JLPT JLPT_2 JLPT_3","K+q@X-WIB[","quốc gia, nhân dân, công dân"
"穀物","こくもつ","grain, cereal, corn","JLPT JLPT_2 JLPT_3","EVuq#tu]8|","ngũ cốc, ngũ cốc, ngô"
