Unnamed: 0,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us,meaning_vi
1928,existence,noun,b2,/ɪɡˈzɪstəns/,/ɪɡˈzɪstəns/,the state or fact of being real or living or of being present,I was unaware of his existence until today.,existence_uk.mp3,existence_us.mp3,sự tồn tại
1929,exit,noun,b2,/ˈeksɪt/,/ˈeksɪt/,a way out of a public building or vehicle,Where's the exit?,exit_uk.mp3,exit_us.mp3,lối ra
1930,exit,verb,c1,/ˈeksɪt/,/ˈeksɪt/,"to go out; to leave a building, stage, vehicle, etc.","(+ adv./prep.), The bullet entered her back and exited through her chest.",exit_uk.mp3,exit_us.mp3,thoát
1931,exotic,adjective,b2,/ɪɡˈzɒtɪk/,/ɪɡˈzɑːtɪk/,"from or in another country, especially a tropical one; seeming exciting and unusual because it seems to be connected with foreign countries",brightly-coloured exotic flowers/plants/birds,exotic_uk.mp3,exotic_us.mp3,ngoại lai
1932,expand,verb,b1,/ɪkˈspænd/,/ɪkˈspænd/,"to become greater in size, number or importance; to make something greater in size, number or importance",Metals expand when they are heated.,expand_uk.mp3,expand_us.mp3,mở rộng
1933,expansion,noun,b2,/ɪkˈspænʃn/,/ɪkˈspænʃn/,"an act of increasing or making something increase in size, amount or importance",a period of rapid economic expansion,expansion_uk.mp3,expansion_us.mp3,mở rộng
1934,expect,verb,a2,/ɪkˈspekt/,/ɪkˈspekt/,to think or believe that something will happen or that somebody will do something,"expect something, The company is expecting record sales this year. ",expect_uk.mp3,expect_us.mp3,mong đợi
1935,expectation,noun,b2,/ˌekspekˈteɪʃn/,/ˌekspekˈteɪʃn/,a belief that something will happen because it is likely,"expectation of something, We are confident in our expectation of a full recovery.",expectation_uk.mp3,expectation_us.mp3,kỳ vọng
1936,expected,adjective,b1,/ɪkˈspektɪd/,/ɪkˈspektɪd/,that you think will happen,Double the expected number of people came to the meeting.,expected_uk.mp3,expected_us.mp3,mong đợi
1937,expedition,noun,b1,/ˌekspəˈdɪʃn/,/ˌekspəˈdɪʃn/,"an organized journey with a particular purpose, especially to find out about a place that is not well known",to plan/lead/go on an expedition,expedition_uk.mp3,expedition_us.mp3,thám hiểm
1938,expenditure,noun,c1,/ɪkˈspendɪtʃə(r)/,/ɪkˈspendɪtʃər/,the act of spending or using money; an amount of money spent,a reduction in public/government/military expenditure,expenditure_uk.mp3,expenditure_us.mp3,chi tiêu
1939,expense,noun,b2,/ɪkˈspens/,/ɪkˈspens/,the money that you spend on something,The garden was transformed at great expense.,expense_uk.mp3,expense_us.mp3,chi phí
1940,expensive,adjective,a1,/ɪkˈspensɪv/,/ɪkˈspensɪv/,costing a lot of money,an expensive car/restaurant/holiday,expensive_uk.mp3,expensive_us.mp3,đắt
1941,experience,noun,a2,/ɪkˈspɪəriəns/,/ɪkˈspɪriəns/,the knowledge and skill that you have gained through doing something for a period of time; the process of gaining this,My lack of practical experience was a disadvantage.,experience_uk.mp3,experience_us.mp3,kinh nghiệm
1942,experience,verb,b1,/ɪkˈspɪəriəns/,/ɪkˈspɪriəns/,to have a particular situation affect you or happen to you,Many people have never experienced these difficulties first-hand.,experience_uk.mp3,experience_us.mp3,kinh nghiệm
1943,experienced,adjective,b1,/ɪkˈspɪəriənst/,/ɪkˈspɪriənst/,having knowledge or skill in a particular job or activity,an experienced player/teacher,experienced_uk.mp3,experienced_us.mp3,kinh nghiệm
1944,experiment,noun,a2,/ɪkˈsperɪmənt/,/ɪkˈsperɪmənt/,a scientific test that is done in order to study what happens and to gain new knowledge,to do/perform/conduct an experiment,experiment_uk.mp3,experiment_us.mp3,thí nghiệm
1945,experiment,verb,b1,/ɪkˈsperɪment/,/ɪkˈsperɪment/,to do a scientific experiment or experiments,"After experimenting at Columbia University, he realized that fission was the key to releasing nuclear energy.",experiment_uk.mp3,experiment_us.mp3,thí nghiệm
1946,experimental,adjective,c1,/ɪkˌsperɪˈmentl/,/ɪkˌsperɪˈmentl/,"based on new ideas, forms or methods that are used to find out what effect they have",The school's experimental teaching methods include letting the children decide what to study.,experimental_uk.mp3,experimental_us.mp3,thử nghiệm
1947,expert,adjective,a2,/ˈekspɜːt/,/ˈekspɜːrt/,"done with, having or involving great knowledge or skill",to seek expert advice,expert_uk.mp3,expert_us.mp3,chuyên gia
1948,expert,noun,a2,/ˈekspɜːt/,/ˈekspɜːrt/,"a person with special knowledge, skill or training in something",a legal/security/medical/computer expert,expert_uk.mp3,expert_us.mp3,chuyên gia
1949,expertise,noun,b2,/ˌekspɜːˈtiːz/,/ˌekspɜːrˈtiːz/,"expert knowledge or skill in a particular subject, activity or job","professional/scientific/technical, etc. expertise",expertise_uk.mp3,expertise_us.mp3,chuyên môn
1950,expire,verb,c1,/ɪkˈspaɪə(r)/,/ɪkˈspaɪər/,to be no longer legally acceptable because the period of time for which it could be used has ended,When does your driving licence expire?,expire_uk.mp3,expire_us.mp3,hết hạn
1951,explain,verb,a1,/ɪkˈspleɪn/,/ɪkˈspleɪn/,to tell somebody about something in a way that makes it easy to understand,"explain (something), He was trying to explain the difference between hip hop and rap.",explain_uk.mp3,explain_us.mp3,giải thích
1952,explanation,noun,a2,/ˌekspləˈneɪʃn/,/ˌekspləˈneɪʃn/,"a statement, fact, or situation that tells you why something happened; a reason given for something",The most likely explanation is that his plane was delayed.,explanation_uk.mp3,explanation_us.mp3,lời giải thích
1953,explicit,adjective,c1,/ɪkˈsplɪsɪt/,/ɪkˈsplɪsɪt/,"clear and easy to understand, so that you have no doubt what is meant",He gave me very explicit directions on how to get there.,explicit_uk.mp3,explicit_us.mp3,rõ ràng
1954,explicitly,adverb,c1,/ɪkˈsplɪsɪtli/,/ɪkˈsplɪsɪtli/,"clearly or directly, so that the meaning is easy to understand",The report states explicitly that the system was to blame.,explicitly_uk.mp3,explicitly_us.mp3,rõ ràng
1955,explode,verb,b1,/ɪkˈspləʊd/,/ɪkˈspləʊd/,"to burst (= break apart) or make something burst loudly and violently, causing damage",A second bomb exploded in a crowded market.,explode_uk.mp3,explode_us.mp3,nổ
1956,exploit,verb,b2,/ɪkˈsplɔɪt/,/ɪkˈsplɔɪt/,to treat a person or situation as an opportunity to gain an advantage for yourself,He exploited his father's name to get himself a job.,exploit_uk.mp3,exploit_us.mp3,khai thác
1957,exploitation,noun,c1,/ˌeksplɔɪˈteɪʃn/,/ˌeksplɔɪˈteɪʃn/,"a situation in which somebody treats somebody else in an unfair way, especially in order to make money from their work",the exploitation of children,exploitation_uk.mp3,exploitation_us.mp3,bóc lột
1958,exploration,noun,b2,/ˌekspləˈreɪʃn/,/ˌekspləˈreɪʃn/,the act of travelling through a place in order to find out about it or look for something in it,Budgets for space exploration have been cut back.,exploration_uk.mp3,exploration_us.mp3,thăm dò
1959,explore,verb,b1,/ɪkˈsplɔː(r)/,/ɪkˈsplɔːr/,to travel to or around an area or a country in order to learn about it,As soon as we arrived on the island we were eager to explore.,explore_uk.mp3,explore_us.mp3,khám phá
1960,explosion,noun,b1,/ɪkˈspləʊʒn/,/ɪkˈspləʊʒn/,the sudden violent bursting and loud noise of something such as a bomb exploding; the act of deliberately causing something to explode,a bomb/nuclear/gas explosion,explosion_uk.mp3,explosion_us.mp3,vụ nổ
1961,explosive,adjective,c1,/ɪkˈspləʊsɪv/,/ɪkˈspləʊsɪv/,easily able or likely to explode,an explosive device (= a bomb),explosive_uk.mp3,explosive_us.mp3,nổ
1962,explosive,noun,c1,/ɪkˈspləʊsɪv/,/ɪkˈspləʊsɪv/,a substance that is able or likely to cause an explosion,plastic explosives,explosive_uk.mp3,explosive_us.mp3,chất nổ
1963,export,noun,b1,/ˈekspɔːt/,/ˈekspɔːrt/,the selling and transporting of goods to another country,a ban on the export of live cattle,export_uk.mp3,export_us.mp3,xuất khẩu
1964,export,verb,b1,/ɪkˈspɔːt/,/ɪkˈspɔːrt/,to sell and send goods to another country,"export (something), The islands export sugar and fruit.",export_uk.mp3,export_us.mp3,xuất khẩu
1965,expose,verb,b2,/ɪkˈspəʊz/,/ɪkˈspəʊz/,to show something that is usually hidden,"expose something, He smiled suddenly, exposing a set of amazingly white teeth.",expose_uk.mp3,expose_us.mp3,phơi bày
1966,exposure,noun,b2,/ɪkˈspəʊʒə(r)/,/ɪkˈspəʊʒər/,the state of being in a place or situation where there is no protection from something harmful or unpleasant,prolonged exposure to harmful radiation,exposure_uk.mp3,exposure_us.mp3,tiếp xúc
1967,express,verb,a2,/ɪkˈspres/,/ɪkˈspres/,"to show or make known a feeling, an opinion, etc. by words, looks or actions","express something, Teachers have expressed concern about the changes.",express_uk.mp3,express_us.mp3,bày tỏ
1968,expression,noun,a2,/ɪkˈspreʃn/,/ɪkˈspreʃn/,a word or phrase,What's the meaning of the expression ‘on cloud nine’?,expression_uk.mp3,expression_us.mp3,biểu thức
1969,extend,verb,b2,/ɪkˈstend/,/ɪkˈstend/,to make something longer or larger,to extend a fence/road/house,extend_uk.mp3,extend_us.mp3,mở rộng
1970,extension,noun,b2,/ɪkˈstenʃn/,/ɪkˈstenʃn/,"the act of increasing the area of activity, group of people, etc. that is affected by something",the extension of new technology into developing countries,extension_uk.mp3,extension_us.mp3,mở rộng
1971,extensive,adjective,b2,/ɪkˈstensɪv/,/ɪkˈstensɪv/,covering a large area; great in amount,The house has extensive grounds.,extensive_uk.mp3,extensive_us.mp3,rộng rãi
1972,extensively,adverb,b2,/ɪkˈstensɪvli/,/ɪkˈstensɪvli/,in a way that covers a large area,She has travelled extensively.,extensively_uk.mp3,extensively_us.mp3,rộng rãi
1973,extent,noun,b2,/ɪkˈstent/,/ɪkˈstent/,"how large, important, serious, etc. something is",It is difficult to assess the full extent of the damage.,extent_uk.mp3,extent_us.mp3,mức độ
1974,external,adjective,b2,/ɪkˈstɜːnl/,/ɪkˈstɜːrnl/,connected with or located on the outside of something/somebody,the external walls of the building,external_uk.mp3,external_us.mp3,bên ngoài
1975,extra,adjective,a1,/ˈekstrə/,/ˈekstrə/,"more than is usual, expected, or than exists already",extra money/cash/funding,extra_uk.mp3,extra_us.mp3,thêm
1976,extra,adverb,b1,/ˈekstrə/,/ˈekstrə/,"in addition; more than is usual, expected or exists already",to pay/cost extra,extra_uk.mp3,extra_us.mp3,thêm
1977,extra,noun,b1,/ˈekstrə/,/ˈekstrə/,"a thing that is added to something that is not usual, standard or necessary and that costs more",The monthly fee is fixed and there are no hidden extras (= unexpected costs).,extra_uk.mp3,extra_us.mp3,thêm
1978,extract,noun,b2,/ˈekstrækt/,/ˈekstrækt/,"a short passage from a book, piece of music, etc. that gives you an idea of what the whole thing is like",The following extract is taken from her new novel.,extract_uk.mp3,extract_us.mp3,trích xuất
1979,extract,verb,c1,/ɪkˈstrækt/,/ɪkˈstrækt/,"to remove or obtain a substance from something, for example by using an industrial or a chemical process",a machine that extracts excess moisture from the air,extract_uk.mp3,extract_us.mp3,chiết xuất
1980,extraordinary,adjective,b2,/ɪkˈstrɔːdnri/,/ɪkˈstrɔːrdəneri/,"unexpected, surprising or strange",What an extraordinary thing to say!,extraordinary_uk.mp3,extraordinary_us.mp3,phi thường
1981,extreme,adjective,a2,/ɪkˈstriːm/,/ɪkˈstriːm/,very great in degree,We are working under extreme pressure at the moment.,extreme_uk.mp3,extreme_us.mp3,cực độ
1982,extreme,noun,b2,/ɪkˈstriːm/,/ɪkˈstriːm/,"a feeling, situation, way of behaving, etc. that is as different as possible from another or is opposite to it",extremes of love and hate,extreme_uk.mp3,extreme_us.mp3,cực đoan
1983,extremely,adverb,a2,/ɪkˈstriːmli/,/ɪkˈstriːmli/,to a very high degree,It is extremely important to follow the directions exactly.,extremely_uk.mp3,extremely_us.mp3,cực kỳ
1984,extremist,noun,c1,/ɪkˈstriːmɪst/,/ɪkˈstriːmɪst/,"a person whose opinions, especially about religion or politics, are extreme, and who may do things that are violent or illegal for what they believe",left-wing/right-wing/political/religious extremists,extremist_uk.mp3,extremist_us.mp3,cực đoan
1985,eye,noun,a1,/aɪ/,/aɪ/,either of the two organs on the face that you see with,The suspect has dark hair and green eyes.,eye_uk.mp3,eye_us.mp3,mắt
1986,fabric,noun,b2,/ˈfæbrɪk/,/ˈfæbrɪk/,"material made by weaving wool, cotton, silk, etc., used for making clothes, curtains, etc. and for covering furniture",They sell a wide variety of printed cotton fabric.,fabric_uk.mp3,fabric_us.mp3,vải
1987,fabulous,adjective,b2,/ˈfæbjələs/,/ˈfæbjələs/,extremely good,They put on a fabulous performance.,fabulous_uk.mp3,fabulous_us.mp3,tuyệt vời
1988,face,noun,a1,/feɪs/,/feɪs/,"the front part of the head, where the eyes, nose and mouth are ",a pretty/pale/round face ,face_uk.mp3,face_us.mp3,mặt
1989,face,verb,b1,/feɪs/,/feɪs/,to be opposite somebody/something; to have your face or front pointing towards somebody/something or in a particular direction,"face somebody/something, She turned and faced him.",face_uk.mp3,face_us.mp3,mặt
1990,facilitate,verb,c1,/fəˈsɪlɪteɪt/,/fəˈsɪlɪteɪt/,to make an action or a process possible or easier,The new trade agreement should facilitate more rapid economic growth.,facilitate_uk.mp3,facilitate_us.mp3,tạo điều kiện thuận lợi
1991,facility,noun,b2,/fəˈsɪləti/,/fəˈsɪləti/,"buildings, services, equipment, etc. that are provided for a particular purpose",leisure/sports facilities,facility_uk.mp3,facility_us.mp3,cơ sở vật chất
1992,fact,noun,a1,/fækt/,/fækt/,"a thing that is known to be true, especially when it can be proved","fact about something, First, some basic facts about healthy eating.",fact_uk.mp3,fact_us.mp3,sự thật
1993,faction,noun,c1,/ˈfækʃn/,/ˈfækʃn/,"a small group of people within a larger one, whose members have some different aims and beliefs to those of the larger group",There are rival factions within the administration.,faction_uk.mp3,faction_us.mp3,phe phái
1994,factor,noun,a2,/ˈfæktə(r)/,/ˈfæktər/,one of several things that cause or influence something,Obesity is a major risk factor for heart disease.,factor_uk.mp3,factor_us.mp3,yếu tố
1995,factory,noun,a2,/ˈfæktri/,/ˈfæktri/,"a building or group of buildings where goods are made, mainly by machine",a car factory,factory_uk.mp3,factory_us.mp3,nhà máy
1996,faculty,noun,c1,/ˈfæklti/,/ˈfæklti/,a department or group of related departments in a college or university,the Faculty of Law,faculty_uk.mp3,faculty_us.mp3,giảng viên
1997,fade,verb,c1,/feɪd/,/feɪd/,to become or to make something become paler or less bright,The curtains had faded in the sun.,fade_uk.mp3,fade_us.mp3,fade
1998,fail,verb,a2,/feɪl/,/feɪl/,to not be successful in achieving something,Many diets fail because they are boring.,fail_uk.mp3,fail_us.mp3,thất bại
1999,failed,adjective,b2,/feɪld/,/feɪld/,not successful,a failed writer,failed_uk.mp3,failed_us.mp3,thất bại
2000,failure,noun,b2,/ˈfeɪljə(r)/,/ˈfeɪljər/,lack of success in doing or achieving something,The success or failure of the plan depends on you.,failure_uk.mp3,failure_us.mp3,thất bại
2001,fair,adjective,a2,/feə(r)/,/fer/,acceptable and appropriate in a particular situation,a fair deal/wage/price,fair_uk.mp3,fair_us.mp3,công bằng
2002,fairly,adverb,b1,/ˈfeəli/,/ˈferli/,to some extent but not very,fairly simple/easy/straightforward,fairly_uk.mp3,fairly_us.mp3,khá
2003,fairness,noun,c1,/ˈfeənəs/,/ˈfernəs/,the quality of treating people equally or in a way that is reasonable,The fairness of the judicial system is being questioned.,fairness_uk.mp3,fairness_us.mp3,sự công bằng
2004,faith,noun,b2,/feɪθ/,/feɪθ/,trust in somebody’s ability or knowledge; trust that somebody/something will do what has been promised,"If the company can retain its customers' faith, it could become the market leader.",faith_uk.mp3,faith_us.mp3,niềm tin
