rank,word,part_of_speech,hanja,explanation,nikl_level,topik_level,meaning_vi
2313.0,무조건,부사,無條件,무조건 화를 내다,중급,B,lúc nào cũng tức giận
10517.0,무지개,명사,,가 뜨다,중급,C,tăng lên
,무책임,명사,,을 비난하다,중급,,chỉ trích
9563.0,무책임하다,형용사,無責任-,,,C,
1169.0,무척01,부사,,무척 길다,초급,B,rất dài
5902.0,묵다01,동사,,오래된 상태,,C,trạng thái cũ
7769.0,묵다02,동사,,머무르다; 호텔에서,중급,C,ở lại; tại khách sạn
,묵묵히,부사,,묵묵히 일하다,중급,,làm việc lặng lẽ
2711.0,묶다,동사,,끈을,중급,B,sợi dây
4892.0,묶이다,동사,,끈이,중급,C,sợi dây
,-문11,접사,,기행문,중급,,tạp chí du lịch
,문04,명사,,을 열다,초급,,mở
469.0,문05,명사,門,,,A,
6225.0,문구01,명사,文句,,,C,
,문구점,명사,,에 가다,중급,,đi tới
1688.0,문득01,부사,,문득 떠오르다,중급,C,đèn flash
,문명03,명사,,고대 문명,중급,,nền văn minh cổ đại
6790.0,문밖,명사,門-,,,C,
,문방구,명사,,에 가다,중급,,đi tới
10519.0,문법01,명사,文法,을 배우다,중급,C,học hỏi
,문병02,명사,,을 가다,중급,,đi tới
3147.0,문서,명사,文書,를 위조하다,중급,C,giả mạo
,문의03,명사,,문의 전화,중급,,gọi để hỏi thăm
2281.0,문자02,명사,文字,문자 메시지,중급,C,tin nhắn văn bản
3278.0,문장02,명사,文章,을 쓰다,중급,B,viết
53.0,문제06,명사,問題,를 풀다,초급,A,gỡ rối
7002.0,문제되다,동사,問題-,,,C,
1591.0,문제점,명사,問題點,을 해결하다,중급,B,gỡ rối
272.0,문학01,명사,文學,을 창작하다,중급,B,tạo nên
13326.0,문학적,명사,文學的,,,C,
73.0,문화01,명사,文化,를 교류하다,초급,B,trao đổi
1390.0,문화재,명사,文化財,를 보호하다,중급,C,bảo vệ
,문화적,관형사,,문화적 차이,중급,,sự khác biệt văn hóa
5007.0,문화적,명사,文化的,문화적 차이,중급,C,sự khác biệt văn hóa
2282.0,묻다01,동사,,때가; 옷에 흙이 ~,중급,B,Khi nào là thời gian; Vết bẩn trên quần áo
3279.0,묻다02,동사,,시체를 ~,중급,C,Cơ thể~
289.0,묻다03,동사,,길을 ~,초급,A,Con đường~
5008.0,묻히다01,동사,,손에 물을; 옷에 흙을 ~,중급,C,tưới nước cho tay của bạn; Vết bẩn trên quần áo
3073.0,묻히다02,동사,,땅에 ~,중급,C,Trên mặt đất~
,-물09,접사,,농산물,중급,,nông sản
165.0,물01,명사,,바닷~; 을 마시다,초급,A,biển~; uống
,물가01,명사,,에 앉다,중급,,ngồi lên
1990.0,물가02,명사,物價,가 비싸다,중급,C,đắt tiền
,물감02,명사,,으로 색칠하다,중급,,màu sắc với
560.0,물건,명사,物件,을 사다,초급,A,mua
3234.0,물결,명사,,이 잔잔하다,중급,C,Đây là sự bình tĩnh
3579.0,물고기,명사,,를 잡다,초급,B,nắm lấy
2443.0,물기,명사,-氣,가 마르다,중급,C,khô đi
2024.0,물다02,동사,,개가; 담배를 ~,중급,B,chó; Hút thuốc ~
,물들다,동사,,단풍이,중급,,lá mùa thu
3580.0,물러나다,동사,,뒤로,중급,C,mặt sau
,물러서다,동사,,뒤로,중급,,mặt sau
1435.0,물론01,명사,勿論,물론 그렇다,초급,B,Tất nhiên là có
213.0,물론01,부사,勿論,물론 그렇다,초급,A,Tất nhiên là có
,물리다02,동사,,개에,중급,,đến con chó
3407.0,물리학,명사,物理學,,,C,
,물소리,명사,,가 나다,중급,,đi ra ngoài
2079.0,물속,명사,,에서 헤엄치다,중급,B,bơi vào
,물약03,명사,,을 마시다,중급,,uống
1483.0,물어보다,동사,,길을,초급,A,con đường
2897.0,물음01,명사,,에 답하다,중급,B,trả lời
912.0,물질02,명사,物質,을 추구하다,중급,C,theo đuổi
,물질적,관형사,,물질적 보상,중급,,phần thưởng vật chất
6054.0,물질적,명사,物質的,물질적 보상,중급,C,phần thưởng vật chất
1461.0,물체,명사,物體,,,C,
,뭉치다,동사,,눈을,중급,,mắt
339.0,뭐,감탄사,,뭐라고 말하다,초급,A,nói điều gì đó
108.0,뭐,대명사,,뭐라고 말하다,초급,A,nói điều gì đó
9136.0,뭘01,감탄사,,"뭘, 당연히 와야지",중급,C,"Vâng, tất nhiên là tôi nên đến."
6228.0,뭣,대명사,,,,C,
,뮤지컬,명사,,을 보다,중급,,nhìn thấy
1025.0,미14,명사,美,,,C,
,미국,고유 명사,美國,,,A,
,미국04,명사,,나라,초급,,quốc gia
,미국인,명사,,을 만나다,중급,,gặp
5753.0,미끄러지다,동사,,눈길에,초급,C,trong tuyết
13330.0,미끄럽다,형용사,,길이,중급,C,chiều dài
6585.0,미니02,명사,,mini; 미니 자동차,중급,C,nhỏ; xe nhỏ
2573.0,미디어,명사,,media; 영상 미디어,중급,B,phương tiện truyền thông; phương tiện trực quan
1298.0,미래02,명사,未來,가 밝다,초급,B,sáng sủa
,미련02,명사,,을 버리다,중급,,vứt đi
2157.0,미루다,동사,,내일로,중급,C,đến ngày mai
1242.0,미리01,부사,,미리 알리다,초급,B,đánh dấu
6230.0,미만01,명사,未滿,30세 미만,중급,C,Dưới 30
4601.0,미사일,명사,,missile,,C,tên lửa
,미성년자,명사,,미성년자 관람 불가,중급,,Trẻ vị thành niên không được phép xem
1391.0,미소05,명사,微笑,를 짓다,중급,B,xây dựng
1600.0,미술,명사,美術,을 배우다,중급,B,học hỏi
3748.0,미술관,명사,美術館,국립 미술관,초급,B,phòng trưng bày nghệ thuật quốc gia
4424.0,미스03,명사,,Miss,,C,Cô
,미안01,명사,,인사,초급,,lời chào
1484.0,미안하다,형용사,未安-,,,A,
11768.0,미역02,명사,,,,C,
,미역국,명사,,을 끓이다,초급,,đun sôi
,미용사,명사,,가 되다,중급,,trở nên
44499.0,미용실,명사,美容室,에 가다,초급,C,đi tới
7516.0,미움,명사,,이 쌓이다,중급,C,chất đống lên
8071.0,미워하다,동사,,,,B,
6056.0,미인01,명사,美人,미인 대회,중급,B,cuộc thi sắc đẹp
,미장원,명사,,에서 머리를 하다,중급,,làm tóc ở
,미지근하다,형용사,,국물이,중급,,Súp
3038.0,미처,부사,,미처 못하다,중급,C,Tôi thậm chí không thể làm điều đó
1918.0,미치다01,동사,,정신에 이상이 생기다; 정신이,중급,B,bị rối loạn tâm thần; mất trí
1044.0,미치다02,동사,,닿다; 영향을,중급,B,với tới; ảnh hưởng
843.0,미터02,의존명사,,meter; 백 미터,초급,A,mét; trăm mét
4793.0,미팅,명사,,meeting; 을 하다,중급,B,cuộc họp; LÀM
5009.0,미혼01,명사,未婚,으로 지내다,중급,C,ở lại như
1880.0,민간,명사,民間,,,C,
4693.0,민속01,명사,民俗,,,C,
,민속놀이,명사,,를 하다,중급,,LÀM
334.0,민족,명사,民族,단일 민족,중급,B,dân tộc duy nhất
2080.0,민주02,명사,民主,,,C,
1991.0,민주주의,명사,民主主義,를 실현하다,중급,C,nhận ra
1854.0,민주화,명사,民主化,,,C,
431.0,믿다,동사,,약속을,초급,B,hứa
6058.0,믿어지다,동사,,,,C,
2924.0,믿음,명사,,이 생기다,중급,B,Điều này xảy ra
2625.0,밀가루,명사,,밀가루 음식,초급,B,thực phẩm bột mì
1485.0,밀다01,동사,,문을,초급,B,mở cửa
4425.0,밀리다01,동사,,방세가 ~; 차가,중급,C,Tiền thuê là ~; Chiếc xe
,밀리다02,동사,,사람들에게,중급,,tới mọi người
1818.0,밀리미터,의존명사,,10밀리미터; millimeter,중급,B,10 mm; milimét
3581.0,밀접하다,형용사,密接-,,,C,
3689.0,밉다,형용사,,태도가,중급,B,thái độ
245.0,및,부사,,설계 및 시공,중급,B,Thiết kế và xây dựng
652.0,밑01,명사,,에 두다,초급,A,đưa vào
4512.0,밑바닥,명사,,이 드러나다,중급,C,Điều này được tiết lộ
,밑줄,명사,,을 치다,중급,,đánh
434.0,바03,의존명사,,느낀,중급,C,cảm thấy
4794.0,바04,명사,,bar,,C,thanh
7518.0,바가지01,명사,,에 담다,중급,C,đưa vào
5488.0,바구니,명사,,에 담다,중급,C,đưa vào
2626.0,바깥,명사,,에 나가다,초급,B,đi ra ngoài
5904.0,바깥쪽,명사,,으로 나가다,초급,C,đi ra ngoài
432.0,바꾸다,동사,,달러를 원화로,초급,A,đô la để thắng
759.0,바뀌다,동사,,새 것으로,초급,B,như mới
7773.0,바나나,명사,,banana; 과일,초급,A,chuối; hoa quả
2524.0,바늘,명사,,로 꿰매다,중급,B,may bằng
488.0,바다,명사,,를 건너다,초급,A,đi qua
1327.0,바닥01,명사,,에 떨어지다,초급,B,rơi vào
2959.0,바닷가,명사,,로 나가다,초급,B,đi ra ngoài
5754.0,바닷물,명사,,이 출렁이다,중급,B,Cái này đang rung chuyển
,바둑,명사,,을 두다,중급,,đặt
583.0,바라다01,동사,,성공을,초급,B,thành công
387.0,바라보다,동사,,하늘을,초급,B,bầu trời
478.0,바람01,명사,,~이 불다,초급,A,~ thổi
1663.0,바람01,의존명사,,눈이 오는 ~에,,A,Trời đang có tuyết
5210.0,바람02,명사,,간절한 바람; 소원,중급,C,mong muốn tha thiết; ước
1565.0,바람직하다,형용사,,자세가,중급,C,tư thế
,바래다주다,동사,,집에,중급,,ở nhà
132.0,바로02,부사,,바로 시작하다,초급,A,bắt đầu ngay lập tức
2800.0,바로잡다,동사,,위치를,중급,C,vị trí
1497.0,바르다01,동사,,로션을; 벽지를 ~,초급,B,nước thơm; hình nền~
1135.0,바르다03,형용사,,굽은 데가 없다; 예의가,중급,B,Không có sự quanh co; sự lịch sự
2680.0,바보,명사,,가 되다,중급,B,trở nên
868.0,바쁘다,형용사,,일이,초급,A,công việc
5489.0,바싹01,부사,,바싹 마르다,중급,C,khô đi
2382.0,바위01,명사,,에 걸터앉다,중급,B,ngồi lên
6411.0,바이러스,명사,,virus,,C,vi-rút
3928.0,바이올린,명사,,violin; 을 켜다,초급,B,vĩ cầm; bật lên
2627.0,바지01,명사,,를 입다,초급,A,mặc
2960.0,바치다01,동사,,드리다; 제물을,중급,C,bím tóc; hy sinh
5615.0,바퀴01,명사,,가 돌다; 수레 ~,중급,C,quay ; xe đẩy ~
4795.0,바퀴01,의존명사,,가 돌다; 네 ~,중급,C,quay ; vâng ~
1005.0,바탕01,명사,,을 이루다,중급,C,đạt được
5349.0,박10,의존명사,泊,1박 2일,중급,C,1 đêm 2 ngày
2830.0,박다01,동사,,못을,중급,C,móng tay
1517.0,박물관,명사,博物館,을 구경하다,초급,A,nhìn thấy
1377.0,박사01,명사,博士,박사 학위,중급,B,bằng tiến sĩ
3148.0,박수02,명사,拍手,를 치다,초급,B,đánh
8375.0,박스,명사,,box; 를 열다,중급,B,hộp; mở
2801.0,박히다,동사,,벽에 못이,중급,C,Có một cái đinh trên tường
257.0,밖,명사,,안,초급,A,không
834.0,반07,명사,半,사과 반,초급,A,nửa quả táo
,반10,명사,,우리 반,초급,,lớp của tôi
933.0,반11,명사,班,,,A,
1868.0,반갑다,형용사,,손님이,초급,A,khách hàng
,반값,명사,,에 팔다,중급,,bán cho
8377.0,반기다,동사,,친구를,중급,C,bạn
,반납02,명사,,반납 날짜,중급,,ngày trở về
,반달01,명사,,이 뜨다,중급,,cái đan này
1218.0,반대03,명사,反對,로 가다,초급,B,đi tới
,반대말,명사,,을 공부하다,중급,,học
,반대쪽,명사,,으로 향하다,중급,,hướng tới
9144.0,반대편,명사,反對便,,,C,
2039.0,반대하다01,동사,反對-,,,B,
781.0,반드시,부사,,반드시 가다,초급,B,chắc chắn đi
11775.0,반말,명사,半-,을 하다,중급,C,LÀM
1097.0,반면02,명사,反面,반면에,중급,C,ở phía bên kia
,반바지,명사,,를 입다,초급,,mặc
3351.0,반발01,명사,反撥,을 사다,중급,C,mua
,반복01,명사,,반복 연습,중급,,thực hành lặp đi lặp lại
4273.0,반복되다,동사,反復-,,,C,
4341.0,반복하다01,동사,反復-,,,B,
3809.0,반성01,명사,反省,자기 반성,중급,C,tự phản ánh
4342.0,반성하다01,동사,反省-,,,C,
,반영01,명사,,이 되다,중급,,trở nên
2214.0,반영하다,동사,反映-,,,C,
1309.0,반응,명사,反應,을 보이다,중급,C,trình diễn
2314.0,반장08,명사,班長,을 뽑다,중급,B,kéo ra
6059.0,반죽,명사,,을 만들다,중급,C,làm
6060.0,반지02,명사,半指,를 끼다,초급,B,đưa vào
9570.0,반짝거리다,동사,,보석이,중급,C,Trang sức
,반짝반짝01,부사,,반짝반짝 빛나다,중급,,tỏa sáng rực rỡ
7246.0,반짝이다,동사,,눈빛이,중급,C,Đôi mắt
3352.0,반찬,명사,飯饌,을 먹다,초급,B,ăn
,반창고,명사,,가 떨어지다,중급,,ngã
,반팔,명사,,을 입다,중급,,mặc
,반품02,명사,,을 요구하다,중급,,yêu cầu
,반하다01,동사,,첫눈에,중급,,ngay từ cái nhìn đầu tiên
2961.0,반하다03,동사,反-,,,B,
47.0,받다01,동사,,선물을 ~,초급,A,Một món quà~
787.0,받아들이다,동사,,기술을,중급,B,công nghệ
,받아쓰다,동사,,노트에,초급,,trong ghi chú
7013.0,받침,명사,,냄비 받침,중급,B,người giữ nồi
564.0,발01,명사,,신체의 일부; 이 크다,초급,A,một phần của cơ thể; Cái này lớn
4602.0,발가락,명사,,신체,초급,B,thân hình
3986.0,발걸음,명사,,이 느리다,중급,C,Cái này chậm
2925.0,발견01,명사,發見,새로운 발견,중급,B,khám phá mới
1638.0,발견되다,동사,發見-,,,B,
826.0,발견하다01,동사,發見-,,,B,
,발급,명사,,카드 발급,중급,,Phát hành thẻ
3987.0,발길,명사,,을 돌리다,중급,C,xoay
,발꿈치,명사,,를 들다,중급,,thang máy
7521.0,발끝,명사,,으로 서다,중급,C,đứng như
1369.0,발달,명사,發達,이 빠르다,중급,B,Cái này nhanh
5490.0,발달되다,동사,發達-,,,C,
982.0,발달하다,동사,發達-,,,B,
7776.0,발등,명사,,을 다치다,중급,B,đau
3690.0,발레,명사,,&프ballet,,C,&amp;múa ba lê
,발명01,명사,,문자의 발명,중급,,phát minh ra chữ cái
5211.0,발목01,명사,,을 다치다,중급,B,đau
9145.0,발바닥,명사,,신체,초급,C,thân hình
2768.0,발생,명사,發生,사건 발생,중급,B,sự cố xảy ra
746.0,발생하다,동사,發生-,,,B,
5491.0,발음01,명사,發音,이 좋다,중급,A,cái này tốt
16889.0,발음하다01,동사,發音-,,,B,
4796.0,발자국,명사,,을 남기다,중급,C,bỏ lại phía sau
416.0,발전01,명사,發展,경제 발전,중급,B,phát triển kinh tế
4274.0,발전02,명사,發電,,,C,
5010.0,발전되다,동사,發展-,,,C,
983.0,발전하다01,동사,發展-,,,B,
9146.0,발톱,명사,,을 깎다,중급,C,cạo râu
1231.0,발표01,명사,發表,를 듣다,중급,B,lắng nghe
2962.0,발표되다,동사,發表-,,,C,
835.0,발표하다,동사,發表-,,,B,
,발표회,명사,,음악 발표회,중급,,buổi biểu diễn âm nhạc
,발행01,명사,,잡지 발행,중급,,xuất bản tạp chí
2040.0,발휘하다,동사,發揮-,,,C,
8753.0,밝다,동사,,불빛이,초급,B,ánh sáng
1322.0,밝다,형용사,,불빛이,초급,A,ánh sáng
9148.0,밝아지다,동사,,,,C,
3929.0,밝혀내다,동사,,원인을,중급,C,gây ra
1362.0,밝혀지다,동사,,빛으로,중급,C,với ánh sáng
230.0,밝히다,동사,,전등을,중급,B,ánh sáng
1919.0,밟다,동사,,브레이크를,중급,B,phanh
,밟히다,동사,,잔디가,중급,,cỏ
276.0,밤01,명사,,어두운 때; 이 깊다,초급,A,Khi trời tối; Cái này sâu
6062.0,밤02,명사,,열매; 을 따다,중급,B,hoa quả; nhặt
10041.0,밤낮,명사,,으로 일하다,중급,B,làm việc với
,밤낮,부사,,으로 일하다,중급,,làm việc với
5212.0,밤늦다,형용사,,밤늦게 귀가하다,중급,B,trở về nhà vào đêm khuya
7778.0,밤새02,명사,,~ 안녕하셨습니까; 밤새 일하다,중급,C,~ Xin chào; Bạn khỏe không? làm việc suốt đêm
9149.0,밤새다,동사,,밤새도록 일하다,중급,B,làm việc suốt đêm
9572.0,밤새우다,동사,,밤새워 일하다,중급,C,làm việc suốt đêm
8076.0,밤색,명사,-色,밤색 머리카락,중급,C,tóc hạt dẻ
8754.0,밤중,명사,-中,에 다니다,중급,B,đi tới
5351.0,밤하늘,명사,,,,C,
353.0,밥01,명사,,~을 먹다; 을 하다,초급,A,ăn; LÀM
4426.0,밥그릇,명사,,을 비우다,중급,B,trống
8077.0,밥맛,명사,,이 좋다,중급,B,cái này tốt
3235.0,밥상,명사,-床,,,C,
8381.0,밥솥,명사,,에 밥을 하다,중급,B,nấu cơm ở
318.0,방07,명사,房,이 넓다,초급,A,Cái này rộng
,방금01,명사,,방금 가다,초급,,vừa đi
2802.0,방금01,부사,方今,방금 가다,초급,B,vừa đi
6590.0,방면01,명사,方面,서울 방면,중급,C,Đến Seoul
4427.0,방문02,명사,房門,을 닫다,초급,B,đóng
1806.0,방문03,명사,訪問,고향 방문,초급,B,thăm quê hương
1945.0,방문하다,동사,訪問-,,,B,
6413.0,방바닥,명사,房-,에 눕다,중급,C,nằm xuống
179.0,방법,명사,方法,사용 방법,초급,B,Cách sử dụng
538.0,방송01,명사,放送,을 보다,초급,B,nhìn thấy
2004.0,방송국,명사,放送局,라디오 방송국,초급,B,đài phát thanh
5011.0,방송사,명사,放送社,에 근무하다,중급,C,làm việc tại
6796.0,방송하다01,동사,放送-,,,C,
454.0,방식01,명사,方式,생활 방식,중급,C,lối sống
955.0,방안01,명사,方案,해결 방안,중급,C,giải pháp
5213.0,방울01,명사,,물~; 이 맺히다,중급,C,nước~; Điều này được hình thành
5492.0,방울02,명사,,~이 울리다,,C,~ âm thanh
3353.0,방지04,명사,防止,사고 방지,중급,C,phòng ngừa tai nạn
5012.0,방지하다01,동사,防止-,,,C,
1581.0,방학,명사,放學,겨울 방학,초급,A,kỳ nghỉ đông
4275.0,방해01,명사,妨害,를 받다,중급,C,nhận được
4896.0,방해하다,동사,妨害-,,,C,
484.0,방향01,명사,方向,을 바꾸다,초급,B,thay đổi
1554.0,밭01,명사,,,,B,
850.0,배01,명사,,신체의 일부,초급,A,một phần của cơ thể
462.0,배02,명사,,~를 띄우다; 를 타다,초급,A,nổi; lái
5215.0,배03,명사,,를 먹다; 열매,초급,A,ăn; hoa quả
918.0,배09,명사,倍,두 배,초급,C,gấp đôi
1214.0,배경01,명사,背景,이 좋다,중급,B,cái này tốt
5905.0,배고프다,형용사,,배고프고 목마르다,중급,A,đói và khát
,배구05,명사,,배구 선수,중급,,cầu thủ bóng chuyền
